timestamp,trial,trial_phase,gaze_x,gaze_y,left_iris_radius,right_iris_radius,head_pose,blink_state,target_x,target_y,used_in_model
1783014254148,1,horizontal,,,0,0,"[0.04184346163090169, 0.07940453560353256, -0.05879039409198611]",0,597.8941495574693,255.0,False
1783014254150,1,horizontal,,,0,0,"[0.04184346163090169, 0.07940453560353256, -0.05879039409198611]",0,597.8346591579343,255.0,False
1783014254166,1,horizontal,,,0,0,"[0.04184346163090169, 0.07940453560353256, -0.05879039409198611]",0,597.5250111869898,255.0,False
1783014254285,1,horizontal,,,0,0,"[0.015372888890698988, 0.12222007850312888, -0.10230248946656911]",0,593.0262930061767,255.0,False
1783014254295,1,horizontal,,,0,0,"[0.015372888890698988, 0.12222007850312888, -0.10230248946656911]",0,592.4883839982431,255.0,False
1783014254337,1,horizontal,,,0,0,"[0.028977267187049516, 0.12197786891039075, -0.08921100537299145]",0,589.8498326344439,255.0,False
1783014254341,1,horizontal,,,0,0,"[0.028977267187049516, 0.12197786891039075, -0.08921100537299145]",0,589.5713706905076,255.0,False
1783014254358,1,horizontal,,,0,0,"[0.028977267187049516, 0.12197786891039075, -0.08921100537299145]",0,588.421051197931,255.0,False
1783014254406,1,horizontal,,,0,0,"[0.034568997864984685, 0.12384305541230745, -0.08633447047141943]",0,584.6008402449114,255.0,False
1783014254453,1,horizontal,,,0,0,"[0.039365784060717335, 0.12072303923572203, -0.10083664674050877]",0,580.299890410686,255.0,False
1783014254470,1,horizontal,,,0,0,"[0.039365784060717335, 0.12072303923572203, -0.10083664674050877]",0,578.6743761125751,255.0,False
1783014254504,1,horizontal,,,0,0,"[0.04093505896461502, 0.11928379928362642, -0.09793700658748965]",0,574.9823338020656,255.0,False
1783014254518,1,horizontal,,,0,0,"[0.04093505896461502, 0.11928379928362642, -0.09793700658748965]",0,573.4892393520347,255.0,False
1783014254534,1,horizontal,,,0,0,"[0.04093505896461502, 0.11928379928362642, -0.09793700658748965]",0,571.6493386729949,255.0,False
1783014254574,1,horizontal,,,0,0,"[0.0339946765377398, 0.12209822393957748, -0.11677713299148992]",0,566.7936329710885,255.0,False
1783014254582,1,horizontal,,,0,0,"[0.0339946765377398, 0.12209822393957748, -0.11677713299148992]",0,565.7746500407857,255.0,False
1783014254598,1,horizontal,,,0,0,"[0.0339946765377398, 0.12209822393957748, -0.11677713299148992]",0,563.7049497462224,255.0,False
1783014254634,1,horizontal,,,0,0,"[0.03559115750891517, 0.11965079334810969, -0.10663861121832004]",0,558.7748157731025,255.0,False
1783014254645,1,horizontal,,,0,0,"[0.03559115750891517, 0.11965079334810969, -0.10663861121832004]",0,557.1460784029784,255.0,False
1783014254662,1,horizontal,,,0,0,"[0.03559115750891517, 0.11965079334810969, -0.10663861121832004]",0,554.742625344878,255.0,False
1783014254701,1,horizontal,,,0,0,"[0.03651952391349278, 0.12182358747753808, -0.11242917188519072]",0,548.8717504280419,255.0,False
1783014254709,1,horizontal,,,0,0,"[0.03651952391349278, 0.12182358747753808, -0.11242917188519072]",0,547.6078571414191,255.0,False
1783014254754,1,horizontal,,,0,0,"[0.03876748148241016, 0.12158737263929742, -0.11532238860604606]",0,540.2825892084826,255.0,False
1783014254757,1,horizontal,,,0,0,"[0.03876748148241016, 0.12158737263929742, -0.11532238860604606]",0,539.782329209241,255.0,False
1783014254775,1,horizontal,,,0,0,"[0.03876748148241016, 0.12158737263929742, -0.11532238860604606]",0,536.7932359044406,255.0,False
1783014254818,1,horizontal,,,0,0,"[0.031058605335038347, 0.12474893346688698, -0.11966722867051185]",0,529.179591540664,255.0,False
1783014254821,1,horizontal,,,0,0,"[0.031058605335038347, 0.12474893346688698, -0.11966722867051185]",0,528.7127200638438,255.0,False
1783014254871,1,horizontal,,,0,0,"[0.033666665718082744, 0.1261415712519829, -0.108098606183745]",0,519.5594317523575,255.0,False
1783014254886,1,horizontal,,,0,0,"[0.033666665718082744, 0.1261415712519829, -0.108098606183745]",0,516.5859482147223,255.0,False
1783014254901,1,horizontal,,,0,0,"[0.033666665718082744, 0.1261415712519829, -0.108098606183745]",0,513.7243365174116,255.0,False
1783014254936,1,horizontal,,,0,0,"[0.021957776257123918, 0.12723106036311294, -0.12119228635637913]",0,506.84386229781353,255.0,False
1783014254950,1,horizontal,,,0,0,"[0.021957776257123918, 0.12723106036311294, -0.12119228635637913]",0,504.0376396346805,255.0,False
1783014254978,1,horizontal,,,0,0,"[0.029067465315347762, 0.12274738479595348, -0.12119216237770938]",0,498.2045675527723,255.0,False
1783014254981,1,horizontal,,,0,0,"[0.029067465315347762, 0.12274738479595348, -0.12119216237770938]",0,497.5391174450708,255.0,False
1783014254997,1,horizontal,,,0,0,"[0.029067465315347762, 0.12274738479595348, -0.12119216237770938]",0,494.2085748251744,255.0,False
1783014255014,1,horizontal,,,0,0,"[0.029067465315347762, 0.12274738479595348, -0.12119216237770938]",0,490.62536366176573,255.0,False
1783014255052,1,horizontal,,,0,0,"[0.022199370344059277, 0.1250151059150233, -0.11973796802015592]",0,482.47727065186575,255.0,False
1783014255062,1,horizontal,,,0,0,"[0.022199370344059277, 0.1250151059150233, -0.11973796802015592]",0,480.3474065426659,255.0,False
1783014255078,1,horizontal,,,0,0,"[0.022199370344059277, 0.1250151059150233, -0.11973796802015592]",0,476.71639211341625,255.0,False
1783014255119,1,horizontal,,,0,0,"[0.020920362596353437, 0.12026338290638672, -0.12118608549190173]",0,467.5030888151626,255.0,False
1783014255126,1,horizontal,,,0,0,"[0.020920362596353437, 0.12026338290638672, -0.12118608549190173]",0,465.97316970967427,255.0,False
1783014255141,1,horizontal,,,0,0,"[0.020920362596353437, 0.12026338290638672, -0.12118608549190173]",0,462.4124277742168,255.0,False
1783014255184,1,horizontal,,,0,0,"[0.02311423420874803, 0.12312575640101053, -0.12554640112742313]",0,452.4084509765273,255.0,False
1783014255189,1,horizontal,,,0,0,"[0.02311423420874803, 0.12312575640101053, -0.12554640112742313]",0,451.1108076500879,255.0,False
1783014255235,1,horizontal,,,0,0,"[0.020421103440659727, 0.12436307501863297, -0.12989617001265344]",0,440.2777731512107,255.0,False
1783014255238,1,horizontal,,,0,0,"[0.020421103440659727, 0.12436307501863297, -0.12989617001265344]",0,439.6269886049096,255.0,False
1783014255284,1,horizontal,,,0,0,"[0.012176312892034913, 0.12111241856201937, -0.13715044095427947]",0,428.4362079671988,255.0,False
1783014255286,1,horizontal,,,0,0,"[0.012176312892034913, 0.12111241856201937, -0.13715044095427947]",0,427.92089308190214,255.0,False
1783014255302,1,horizontal,,,0,0,"[0.012176312892034913, 0.12111241856201937, -0.13715044095427947]",0,423.9334535373521,255.0,False
1783014255318,1,horizontal,,,0,0,"[0.012176312892034913, 0.12111241856201937, -0.13715044095427947]",0,420.0493186068578,255.0,False
1783014255355,1,horizontal,,,0,0,"[0.009405653766272337, 0.1201871158023422, -0.14582795844281962]",0,410.8247589238654,255.0,False
1783014255366,1,horizontal,,,0,0,"[0.009405653766272337, 0.1201871158023422, -0.14582795844281962]",0,407.989283860336,255.0,False
1783014255382,1,horizontal,,,0,0,"[0.009405653766272337, 0.1201871158023422, -0.14582795844281962]",0,403.9863593054571,255.0,False
1783014255421,1,horizontal,,,0,0,"[0.006530680089027685, 0.12099047176475575, -0.13855839935965933]",0,393.9311450806935,255.0,False
1783014255429,1,horizontal,,,0,0,"[0.006530680089027685, 0.12099047176475575, -0.13855839935965933]",0,391.9974173225235,255.0,False
1783014255470,1,horizontal,,,0,0,"[0.003955037273462247, 0.12286739544974967, -0.14433883839916442]",0,381.4480148553113,255.0,False
1783014255478,1,horizontal,,,0,0,"[0.003955037273462247, 0.12286739544974967, -0.14433883839916442]",0,379.5257757327493,255.0,False
1783014255495,1,horizontal,,,0,0,"[0.003955037273462247, 0.12286739544974967, -0.14433883839916442]",0,375.03415322891533,255.0,False
1783014255538,1,horizontal,,,0,0,"[0.0076786686017706884, 0.12232454889629751, -0.13996631461267825]",0,364.1482613247609,255.0,False
1783014255542,1,horizontal,,,0,0,"[0.0076786686017706884, 0.12232454889629751, -0.13996631461267825]",0,363.0657414521458,255.0,False
1783014255558,1,horizontal,,,0,0,"[0.0076786686017706884, 0.12232454889629751, -0.13996631461267825]",0,358.9400749734777,255.0,False
1783014255608,1,horizontal,,,0,0,"[0.007464093205748035, 0.12348336310078967, -0.135590144676337]",0,346.0401003816605,255.0,False
1783014255649,1,horizontal,,,0,0,"[0.008446254734202352, 0.12674711980293318, -0.13704134607353388]",0,335.4212392455013,255.0,False
1783014255653,1,horizontal,,,0,0,"[0.008446254734202352, 0.12674711980293318, -0.13704134607353388]",0,334.3401351311034,255.0,False
1783014255670,1,horizontal,,,0,0,"[0.008446254734202352, 0.12674711980293318, -0.13704134607353388]",0,330.0193439600905,255.0,False
1783014255686,1,horizontal,,,0,0,"[0.008446254734202352, 0.12674711980293318, -0.13704134607353388]",0,326.06456239968145,255.0,False
1783014255711,1,horizontal,,,0,0,"[0.015099374129219245, 0.13028715174591665, -0.1457190310429611]",0,319.5569634324378,255.0,False
1783014255717,1,horizontal,,,0,0,"[0.015099374129219245, 0.13028715174591665, -0.1457190310429611]",0,317.86958373068944,255.0,False
1783014255733,1,horizontal,,,0,0,"[0.015099374129219245, 0.13028715174591665, -0.1457190310429611]",0,313.9133508774129,255.0,False
1783014255765,1,horizontal,,,0,0,"[0.01549892849455825, 0.12673450096601535, -0.14281112312987165]",0,305.75320865829156,255.0,False
1783014255783,1,horizontal,,,0,0,"[0.01549892849455825, 0.12673450096601535, -0.14281112312987165]",0,301.3512065045407,255.0,False
1783014255798,1,horizontal,,,0,0,"[0.01549892849455825, 0.12673450096601535, -0.14281112312987165]",0,297.5446545869372,255.0,False
1783014255826,1,horizontal,,,0,0,"[0.017197033091364444, 0.1294279930416884, -0.14281115323451357]",0,290.5478821655443,255.0,False
1783014255829,1,horizontal,,,0,0,"[0.017197033091364444, 0.1294279930416884, -0.14281115323451357]",0,289.57388136762205,255.0,False
1783014255846,1,horizontal,,,0,0,"[0.017197033091364444, 0.1294279930416884, -0.14281115323451357]",0,285.58905468404544,255.0,False
1783014255862,1,horizontal,,,0,0,"[0.017197033091364444, 0.1294279930416884, -0.14281115323451357]",0,281.5734169065164,255.0,False
1783014255894,1,horizontal,,,0,0,"[0.015606375460174515, 0.1324954303112893, -0.1399172229857622]",0,273.677485682866,255.0,False
