timestamp,trial,trial_phase,gaze_x,gaze_y,left_iris_radius,right_iris_radius,head_pose,blink_state,target_x,target_y
1783269760821,1,fixation1,,,0,0,"[0.09416344771375129, 0.05295882264402796, 0.010577483942507179]",0,352,375
1783269760826,1,fixation1,,,0,0,"[0.09416344771375129, 0.05295882264402796, 0.010577483942507179]",0,352,375
1783269760871,1,fixation1,,,0,0,"[0.08455634895582997, 0.05991848603146466, 0.034398061157147504]",0,352,375
1783269760875,1,fixation1,,,0,0,"[0.08455634895582997, 0.05991848603146466, 0.034398061157147504]",0,352,375
1783269760928,1,fixation1,,,0,0,"[0.09488603679142493, 0.056372926430542925, 0.024820374841556036]",0,352,375
1783269760975,1,fixation1,,,0,0,"[0.09284010156865807, 0.05707340898416946, 0.018450844373945858]",0,352,375
1783269761002,1,fixation1,,,0,0,"[0.08630445918377028, 0.05405131236159866, 0.016853700092826017]",0,352,375
1783269761024,1,fixation1,,,0,0,"[0.08630445918377028, 0.05405131236159866, 0.016853700092826017]",0,352,375
1783269761071,1,fixation1,,,0,0,"[0.09647603442286046, 0.057631580184865694, 0.028020829911669175]",0,352,375
1783269761074,1,fixation1,,,0,0,"[0.09647603442286046, 0.057631580184865694, 0.028020829911669175]",0,352,375
1783269761121,1,fixation1,,,0,0,"[0.09145650713292397, 0.056680071069945104, 0.028020703898231733]",0,352,375
1783269761126,1,fixation1,,,0,0,"[0.09145650713292397, 0.056680071069945104, 0.028020703898231733]",0,352,375
1783269761172,1,fixation1,,,0,0,"[0.09852827024339628, 0.0622405240524343, 0.024839140624171557]",0,352,375
1783269761174,1,fixation1,,,0,0,"[0.09852827024339628, 0.0622405240524343, 0.024839140624171557]",0,352,375
1783269761221,1,fixation1,,,0,0,"[0.09484926693650098, 0.053563223588870335, 0.020077275900171818]",0,352,375
1783269761225,1,fixation1,,,0,0,"[0.09484926693650098, 0.053563223588870335, 0.020077275900171818]",0,352,375
1783269761272,1,fixation1,,,0,0,"[0.09216034475881751, 0.05652248736078713, 0.012117797241926402]",0,352,375
1783269761275,1,fixation1,,,0,0,"[0.09216034475881751, 0.05652248736078713, 0.012117797241926402]",0,352,375
1783269761315,1,array1,,,0,0,"[0.09069162592553537, 0.05962678478536332, 0.023206381495730784]",0,312,495
1783269761353,1,array1,,,0,0,"[0.08896709671250647, 0.05406270178653161, 0.02004516235060501]",0,312,495
1783269761377,1,array1,,,0,0,"[0.08896709671250647, 0.05406270178653161, 0.02004516235060501]",0,312,495
1783269761422,1,array1,,,0,0,"[0.08805757869777298, 0.05656067041671453, 0.008901064013088869]",0,312,495
1783269761427,1,array1,,,0,0,"[0.08805757869777298, 0.05656067041671453, 0.008901064013088869]",0,312,495
1783269761471,1,array1,,,0,0,"[0.09224264830191231, 0.061592773882528706, 0.02492798189927856]",0,312,495
1783269761477,1,array1,,,0,0,"[0.09224264830191231, 0.061592773882528706, 0.02492798189927856]",0,312,495
1783269761520,1,array1,,,0,0,"[0.09074352921565876, 0.06132743090655657, 0.012187043638247857]",0,312,495
1783269761526,1,array1,,,0,0,"[0.09074352921565876, 0.06132743090655657, 0.012187043638247857]",0,312,495
1783269761576,1,array1,,,0,0,"[0.09008543031487981, 0.058312202856066975, 0.026468253638510287]",0,312,495
1783269761621,1,array1,,,0,0,"[0.09198186473236636, 0.055435796287162775, 0.020106986869927044]",0,312,495
1783269761626,1,array1,,,0,0,"[0.09198186473236636, 0.055435796287162775, 0.020106986869927044]",0,312,495
1783269761656,1,array1,,,0,0,"[0.09533734250465609, 0.0601564153319295, 0.029703853460018498]",0,312,495
1783269761677,1,array1,,,0,0,"[0.09533734250465609, 0.0601564153319295, 0.029703853460018498]",0,312,495
1783269761725,1,array1,,,0,0,"[0.09494973114812588, 0.055359184901205505, 0.026550497141670317]",0,312,495
1783269761753,1,array1,,,0,0,"[0.0904954558727572, 0.056495313894004306, 0.021786290211478498]",0,312,495
1783269761777,1,array1,,,0,0,"[0.0904954558727572, 0.056495313894004306, 0.021786290211478498]",0,312,495
1783269761801,1,array1,,,0,0,"[0.0904954558727572, 0.056495313894004306, 0.021786290211478498]",0,312,495
1783269761840,1,array1,,,0,0,"[0.09170487464812138, 0.05470610878128268, 0.015438699236711631]",0,312,495
1783269761868,1,array1,,,0,0,"[0.09270825002690863, 0.0574971066516593, 0.021792389655429182]",0,312,495
1783269761877,1,array1,,,0,0,"[0.09270825002690863, 0.0574971066516593, 0.021792389655429182]",0,312,495
1783269761921,1,array1,,,0,0,"[0.08555752588400722, 0.05827292185153077, 0.021792620908522096]",0,312,495
1783269761927,1,array1,,,0,0,"[0.08555752588400722, 0.05827292185153077, 0.021792620908522096]",0,312,495
1783269761972,1,array1,,,0,0,"[0.09766642618775945, 0.05949456604135639, 0.029884497464654595]",0,312,495
1783269761977,1,array1,,,0,0,"[0.09766642618775945, 0.05949456604135639, 0.029884497464654595]",0,312,495
1783269762021,1,array1,,,0,0,"[0.0898066749503803, 0.05490618060103303, 0.02190930550196184]",0,312,495
1783269762029,1,array1,,,0,0,"[0.0898066749503803, 0.05490618060103303, 0.02190930550196184]",0,312,495
1783269762072,1,array1,,,0,0,"[0.09020892145047021, 0.05872207331990864, 0.025094250410469504]",0,312,495
1783269762076,1,array1,,,0,0,"[0.09020892145047021, 0.05872207331990864, 0.025094250410469504]",0,312,495
1783269762103,1,array1,,,0,0,"[0.08945607097590369, 0.05805742754464949, 0.015606618561243043]",0,312,495
1783269762128,1,array1,,,0,0,"[0.08945607097590369, 0.05805742754464949, 0.015606618561243043]",0,312,495
1783269762173,1,array1,,,0,0,"[0.09533489460796296, 0.06282674396356769, 0.03309022940956854]",0,312,495
1783269762177,1,array1,,,0,0,"[0.09533489460796296, 0.06282674396356769, 0.03309022940956854]",0,312,495
1783269762222,1,array1,,,0,0,"[0.0869288241688998, 0.05722140320017388, -0.00030547679358900755]",0,312,495
