timestamp,trial,trial_phase,gaze_x,gaze_y,left_iris_radius,right_iris_radius,head_pose,blink_state,target_x,target_y,used_in_model
1783355874949,1,horizontal,,,,,"[None, None, None]",0,759.8510333350489,375.0,False
1783355874959,1,horizontal,,,,,"[None, None, None]",0,759.4030469785434,375.0,False
1783355874974,1,horizontal,,,,,"[None, None, None]",0,758.7737979479696,375.0,False
1783355874990,1,horizontal,,,,,"[None, None, None]",0,758.0164775228943,375.0,False
1783355875007,1,horizontal,,,,,"[None, None, None]",0,757.1202959587349,375.0,False
1783355875022,1,horizontal,,,,,"[None, None, None]",0,756.2706530417561,375.0,False
1783355875038,1,horizontal,,,,,"[None, None, None]",0,755.2299686115507,375.0,False
1783355875055,1,horizontal,,,,,"[None, None, None]",0,754.0975612563383,375.0,False
1783355875071,1,horizontal,,,,,"[None, None, None]",0,752.8814605062112,375.0,False
1783355875087,1,horizontal,,,,,"[None, None, None]",0,751.6247995785407,375.0,False
1783355875102,1,horizontal,,,,,"[None, None, None]",0,750.2937601850801,375.0,False
1783355875118,1,horizontal,,,,,"[None, None, None]",0,748.9272585529213,375.0,False
1783355875134,1,horizontal,,,,,"[None, None, None]",0,747.377156628717,375.0,False
1783355875151,1,horizontal,,,,,"[None, None, None]",0,745.6882312351872,375.0,False
1783355875167,1,horizontal,,,,,"[None, None, None]",0,744.0374330389782,375.0,False
1783355875181,1,horizontal,,,,,"[None, None, None]",0,742.3416394845613,375.0,False
1783355875199,1,horizontal,,,,,"[None, None, None]",0,740.3212887840593,375.0,False
1783355875216,1,horizontal,,,,,"[None, None, None]",0,738.2412114460828,375.0,False
1783355875231,1,horizontal,,,,,"[None, None, None]",0,736.4560215600969,375.0,False
1783355875247,1,horizontal,,,,,"[None, None, None]",0,734.2335003262285,375.0,False
1783355875262,1,horizontal,,,,,"[None, None, None]",0,732.255121155305,375.0,False
1783355875281,1,horizontal,,,,,"[None, None, None]",0,729.5780909009928,375.0,False
1783355875295,1,horizontal,,,,,"[None, None, None]",0,727.5537037656298,375.0,False
1783355875311,1,horizontal,,,,,"[None, None, None]",0,725.0720292633114,375.0,False
1783355875326,1,horizontal,,,,,"[None, None, None]",0,722.6038492719448,375.0,False
1783355875344,1,horizontal,,,,,"[None, None, None]",0,719.8151554766735,375.0,False
1783355875357,1,horizontal,,,,,"[None, None, None]",0,717.5769906922437,375.0,False
1783355875374,1,horizontal,,,,,"[None, None, None]",0,714.7338014916128,375.0,False
1783355875390,1,horizontal,,,,,"[None, None, None]",0,711.9332585364746,375.0,False
1783355875406,1,horizontal,,,,,"[None, None, None]",0,709.0404241260192,375.0,False
1783355875422,1,horizontal,,,,,"[None, None, None]",0,706.0360686318779,375.0,False
1783355875438,1,horizontal,,,,,"[None, None, None]",0,703.0712126823621,375.0,False
1783355875454,1,horizontal,,,,,"[None, None, None]",0,699.978774172155,375.0,False
1783355875470,1,horizontal,,,,,"[None, None, None]",0,696.8755528632815,375.0,False
1783355875486,1,horizontal,,,,,"[None, None, None]",0,693.68465240495,375.0,False
1783355875501,1,horizontal,,,,,"[None, None, None]",0,690.4473255015774,375.0,False
1783355875518,1,horizontal,,,,,"[None, None, None]",0,686.8893464664899,375.0,False
1783355875535,1,horizontal,,,,,"[None, None, None]",0,683.3650903462835,375.0,False
1783355875550,1,horizontal,,,,,"[None, None, None]",0,680.0366982625707,375.0,False
1783355875567,1,horizontal,,,,,"[None, None, None]",0,676.2895875169047,375.0,False
1783355875582,1,horizontal,,,,,"[None, None, None]",0,672.8155347641872,375.0,False
1783355875598,1,horizontal,,,,,"[None, None, None]",0,669.074242495625,375.0,False
1783355875615,1,horizontal,,,,,"[None, None, None]",0,665.2456446495714,375.0,False
1783355875630,1,horizontal,,,,,"[None, None, None]",0,661.4981201338943,375.0,False
1783355875647,1,horizontal,,,,,"[None, None, None]",0,657.4974633065242,375.0,False
1783355875662,1,horizontal,,,,,"[None, None, None]",0,653.8061961399496,375.0,False
1783355875678,1,horizontal,,,,,"[None, None, None]",0,649.7626195112208,375.0,False
1783355875694,1,horizontal,,,,,"[None, None, None]",0,645.584481007648,375.0,False
1783355875710,1,horizontal,,,,,"[None, None, None]",0,641.605805606144,375.0,False
1783355875727,1,horizontal,,,,,"[None, None, None]",0,637.2358649147682,375.0,False
1783355875742,1,horizontal,,,,,"[None, None, None]",0,633.1786013309872,375.0,False
1783355875758,1,horizontal,,,,,"[None, None, None]",0,628.7244463768006,375.0,False
1783355875776,1,horizontal,,,,,"[None, None, None]",0,624.4051302323193,375.0,False
1783355875790,1,horizontal,,,,,"[None, None, None]",0,620.2284479644264,375.0,False
1783355875806,1,horizontal,,,,,"[None, None, None]",0,615.8688827828437,375.0,False
1783355875822,1,horizontal,,,,,"[None, None, None]",0,611.2671373251802,375.0,False
1783355875838,1,horizontal,,,,,"[None, None, None]",0,606.843230590951,375.0,False
1783355875972,1,horizontal,716.4465643631336,501.68049271174164,7.354585011067288,8.13266369120728,"[0.051120278991436674, 0.051305263910770726, -0.0179838957180028]",0,567.4935492215095,375.0,False
1783355875981,1,horizontal,716.4465643631336,501.68049271174164,7.354585011067288,8.13266369120728,"[0.051120278991436674, 0.051305263910770726, -0.0179838957180028]",0,564.5422595778906,375.0,False
1783355876000,1,horizontal,716.4465643631336,501.68049271174164,7.354585011067288,8.13266369120728,"[0.051120278991436674, 0.051305263910770726, -0.0179838957180028]",0,559.5559508668621,375.0,False
1783355876087,1,horizontal,561.2485409587129,620.7089824094354,7.644854078131677,8.232269295511319,"[0.042427995883988046, 0.049714154412737965, -0.01954121982647814]",0,531.6371644261063,375.0,False
1783355876096,1,horizontal,561.2485409587129,620.7089824094354,7.644854078131677,8.232269295511319,"[0.042427995883988046, 0.049714154412737965, -0.01954121982647814]",0,529.2925298738915,375.0,False
1783355876194,1,horizontal,638.6782782896782,558.5354752685572,7.75621200359076,7.900030617130008,"[0.04526626790447086, 0.05052954923030939, -0.01801775712118859]",0,497.4470389824977,375.0,False
1783355876241,1,horizontal,615.4946971788604,599.2416951277294,7.819421901991843,7.862520830436783,"[0.04100443289958133, 0.05396528462220973, -0.024240194810658536]",0,482.282109781587,375.0,False
1783355876286,1,horizontal,593.3902051774982,546.8537339942889,7.653840978455913,7.746845223553271,"[0.03975221435622467, 0.052696377491841084, -0.03674028953081217]",0,467.3961204157652,375.0,False
1783355876335,1,horizontal,623.8856984880174,570.1760687607729,7.663655577789308,8.05058475919907,"[0.04632395867257788, 0.050765354303897614, -0.022677038816456736]",0,451.38246628277585,375.0,False
1783355876350,1,horizontal,623.8856984880174,570.1760687607729,7.663655577789308,8.05058475919907,"[0.04632395867257788, 0.050765354303897614, -0.022677038816456736]",0,446.48936053501353,375.0,False
1783355876447,1,horizontal,608.2853535816517,539.1240498721929,7.796721918452308,8.282306845591796,"[0.042267898195848086, 0.04915758985135943, -0.03357545894980238]",0,414.5340892423659,375.0,False
1783355876537,1,horizontal,530.7087503380499,435.56190796327957,7.815700236576514,7.812788893693373,"[0.04777464352087024, 0.05496191220806801, -0.03357569247228566]",0,385.2422414053322,375.0,False
1783355876543,1,horizontal,530.7087503380499,435.56190796327957,7.815700236576514,7.812788893693373,"[0.04777464352087024, 0.05496191220806801, -0.03357569247228566]",0,383.6021782801445,375.0,False
1783355876557,1,horizontal,530.7087503380499,435.56190796327957,7.815700236576514,7.812788893693373,"[0.04777464352087024, 0.05496191220806801, -0.03357569247228566]",0,378.78928437725733,375.0,False
1783355876631,1,horizontal,512.2166068088998,549.2939907484882,7.856402484129841,8.100721099774795,"[0.04734808093733234, 0.056066915584847, -0.036685024610644275]",0,355.4437433741548,375.0,False
1783355876639,1,horizontal,512.2166068088998,549.2939907484882,7.856402484129841,8.100721099774795,"[0.04734808093733234, 0.056066915584847, -0.036685024610644275]",0,353.312457889018,375.0,False
1783355876681,1,horizontal,528.8991068929148,484.8833441909142,7.98772358764019,7.885997070537383,"[0.04354290670757721, 0.0548124053168908, -0.0397816196338071]",0,340.01246901225886,375.0,False
1783355876685,1,horizontal,528.8991068929148,484.8833441909142,7.98772358764019,7.885997070537383,"[0.04354290670757721, 0.0548124053168908, -0.0397816196338071]",0,338.6262474644526,375.0,False
1783355876702,1,horizontal,528.8991068929148,484.8833441909142,7.98772358764019,7.885997070537383,"[0.04354290670757721, 0.0548124053168908, -0.0397816196338071]",0,333.6561808468646,375.0,False
1783355876800,1,horizontal,471.2205227082803,401.1241431045039,7.8777827979324995,7.826676650153313,"[0.042666064438689144, 0.056856677357760566, -0.04288600294875706]",0,304.1383182031709,375.0,False
1783355876941,1,horizontal,440.82580434687895,442.65667191941117,8.01674060545437,7.965346717214584,"[0.04109906162197097, 0.05684069031421535, -0.05375591688660189]",0,264.6815936969939,375.0,False
1783355876958,1,horizontal,440.82580434687895,442.65667191941117,8.01674060545437,7.965346717214584,"[0.04109906162197097, 0.05684069031421535, -0.05375591688660189]",0,260.28647471604694,375.0,False
1783355877087,1,horizontal,384.3381387846982,350.2919733579164,8.142832889851146,7.8427259993124965,"[0.04078437609028307, 0.06184094350627245, -0.05223255732904853]",0,228.2807560795057,375.0,False
1783355877102,1,horizontal,384.3381387846982,350.2919733579164,8.142832889851146,7.8427259993124965,"[0.04078437609028307, 0.06184094350627245, -0.05223255732904853]",0,224.79319731908348,375.0,False
